secID,ticker,SecShortName,reportDate,holdingsecType,holdingSecID,holdingTicker,holdingExchangeCd,holdingsecShortName,holdVolume,marketValue,ratioInNa,publishDate,currencyCd
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002353.XSHE,002353,XSHE,杰瑞股份,1001900,79520803.0,6.95,2014-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-03-31,E,002353.XSHE,002353,XSHE,杰瑞股份,500000,30100000.0,3.29,2014-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002353.XSHE,002353,XSHE,杰瑞股份,500000,20125000.0,2.29,2014-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2015-09-30,E,002354.XSHE,002354,XSHE,天神娱乐,421023,31597776.15,3.19,2015-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002368.XSHE,002368,XSHE,太极股份,350000,15365000.0,2.05,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-03-31,E,002368.XSHE,002368,XSHE,太极股份,759842,53758821.5,4.03,2015-04-22,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002368.XSHE,002368,XSHE,太极股份,1500,98280.0,0.01,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002368.XSHE,002368,XSHE,太极股份,1500,100650.0,0.01,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2019-03-31,E,002368.XSHE,002368,XSHE,太极股份,469892,17569261.88,8.66,2019-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,002368.XSHE,002368,XSHE,太极股份,300000,9090000.0,5.19,2019-07-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-03-31,E,002371.XSHE,002371,XSHE,北方华创,135000,9516150.0,4.69,2019-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,002371.XSHE,002371,XSHE,北方华创,180000,12465000.0,7.12,2019-07-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-12-31,E,002371.XSHE,002371,XSHE,北方华创,1470000,129360000.0,6.51,2020-01-17,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002372.XSHE,002372,XSHE,伟星新材,400000,6220000.0,0.84,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002373.XSHE,002373,XSHE,千方科技,400000,9440000.0,1.07,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002373.XSHE,002373,XSHE,千方科技,150000,4050000.0,0.54,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002375.XSHE,002375,XSHE,亚厦股份,354950,9399076.0,0.96,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,E,002376.XSHE,002376,XSHE,新北洋,434894,7989002.78,0.85,2011-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002376.XSHE,002376,XSHE,新北洋,700020,13202377.2,1.79,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002376.XSHE,002376,XSHE,新北洋,200000,3864000.0,0.52,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002380.XSHE,002380,XSHE,科远智慧,400739,23515364.52,2.04,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002396.XSHE,002396,XSHE,星网锐捷,250000,6997500.0,0.8,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002400.XSHE,002400,XSHE,省广集团,399980,7659617.0,1.03,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002400.XSHE,002400,XSHE,省广集团,853836,30951555.0,2.7,2014-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-03-31,E,002400.XSHE,002400,XSHE,省广集团,999946,31998272.0,3.49,2014-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002400.XSHE,002400,XSHE,省广集团,1100000,27038000.0,3.08,2014-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002402.XSHE,002402,XSHE,和而泰,20000,372400.0,0.04,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002402.XSHE,002402,XSHE,和而泰,808200,23518620.0,2.04,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002405.XSHE,002405,XSHE,四维图新,549895,9139254.9,1.04,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002405.XSHE,002405,XSHE,四维图新,850000,37230000.0,3.23,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002407.XSHE,002407,XSHE,多氟多,10000,202500.0,0.03,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2018-06-30,E,002410.XSHE,002410,XSHE,广联达,235999,6544252.27,4.09,2018-07-18,CNY
519674.OFCN,519674,银河创新成长混合,2018-09-30,E,002410.XSHE,002410,XSHE,广联达,265000,7096700.0,4.89,2018-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,002410.XSHE,002410,XSHE,广联达,435000,9052350.0,7.32,2019-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2019-03-31,E,002410.XSHE,002410,XSHE,广联达,470000,14010700.0,6.9,2019-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,002410.XSHE,002410,XSHE,广联达,470000,15458300.0,8.83,2019-07-18,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002415.XSHE,002415,XSHE,海康威视,754853,20532001.6,2.77,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002415.XSHE,002415,XSHE,海康威视,166492,5179566.12,0.53,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002415.XSHE,002415,XSHE,海康威视,647220,22872754.8,2.22,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-09-30,E,002415.XSHE,002415,XSHE,海康威视,1794188,47366563.2,4.57,2013-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2014-09-30,E,002415.XSHE,002415,XSHE,海康威视,1399871,26975514.17,3.05,2014-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002416.XSHE,002416,XSHE,爱施德,100,2100.0,0.0002,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002426.XSHE,002426,XSHE,胜利精密,1100000,28622000.0,2.31,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002426.XSHE,002426,XSHE,胜利精密,800000,17816000.0,4.69,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002430.XSHE,002430,XSHE,杭氧股份,80000,1117600.0,0.39,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002437.XSHE,002437,XSHE,誉衡药业,99950,5147425.0,0.59,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002439.XSHE,002439,XSHE,启明星辰,3742,80041.38,0.01,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002439.XSHE,002439,XSHE,启明星辰,1200000,41160000.0,3.57,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002440.XSHE,002440,XSHE,闰土股份,10000,185000.0,0.02,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002441.XSHE,002441,XSHE,众业达,496300,12730095.0,1.1,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002445.XSHE,002445,XSHE,ST中南,799930,15918607.0,4.19,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002450.XSHE,002450,XSHE,*ST康得,400000,11192000.0,1.08,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002454.XSHE,002454,XSHE,松芝股份,228800,2880592.0,0.33,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002456.XSHE,002456,XSHE,欧菲光,278012,11668163.64,1.19,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002456.XSHE,002456,XSHE,欧菲光,50000,2383000.0,0.23,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002456.XSHE,002456,XSHE,欧菲光,501391,24106879.28,2.11,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002458.XSHE,002458,XSHE,益生股份,494905,21681788.05,5.09,2016-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2017-03-31,E,002460.XSHE,002460,XSHE,赣锋锂业,248000,10249840.0,4.65,2017-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002460.XSHE,002460,XSHE,赣锋锂业,180000,8325000.0,3.49,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2017-09-30,E,002460.XSHE,002460,XSHE,赣锋锂业,180000,15714000.0,5.43,2017-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2018-03-31,E,002460.XSHE,002460,XSHE,赣锋锂业,136000,10523680.0,4.18,2018-04-23,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002462.XSHE,002462,XSHE,嘉事堂,609900,32385690.0,2.81,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002465.XSHE,002465,XSHE,海格通信,200000,3186000.0,0.36,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2018-03-31,E,002466.XSHE,002466,XSHE,天齐锂业,185950,10952455.0,4.35,2018-04-23,CNY
519674.OFCN,519674,银河创新成长混合,2018-06-30,E,002466.XSHE,002466,XSHE,天齐锂业,33200,1646388.0,1.03,2018-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002470.XSHE,002470,XSHE,金正大,600000,12780000.0,1.12,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002474.XSHE,002474,XSHE,榕基软件,200000,7800000.0,1.06,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002475.XSHE,002475,XSHE,立讯精密,379968,12455351.04,1.42,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2017-03-31,E,002475.XSHE,002475,XSHE,立讯精密,389945,9865608.5,4.48,2017-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002482.XSHE,002482,XSHE,广田集团,470631,9718530.15,0.99,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002496.XSHE,002496,XSHE,辉丰股份,860508,18759074.4,2.51,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002503.XSHE,002503,XSHE,搜于特,89580,2194710.0,0.22,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002507.XSHE,002507,XSHE,涪陵榨菜,99903,3776333.4,0.33,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002510.XSHE,002510,XSHE,天汽模,1599900,13311168.0,3.13,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2014-03-31,E,002520.XSHE,002520,XSHE,日发精机,920000,24324800.0,2.65,2014-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002520.XSHE,002520,XSHE,日发精机,120000,2520000.0,0.29,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-09-30,E,002520.XSHE,002520,XSHE,日发精机,1001015,26186552.4,2.96,2014-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002522.XSHE,002522,XSHE,浙江众成,600006,9840098.4,1.33,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002555.XSHE,002555,XSHE,三七互娱,10000,470800.0,0.05,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-03-31,E,002564.XSHE,002564,XSHE,天沃科技,600729,20695114.05,1.93,2011-04-20,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002568.XSHE,002568,XSHE,百润股份,43799,788382.0,0.09,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002570.XSHE,002570,XSHE,贝因美,799683,22351139.85,2.16,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002572.XSHE,002572,XSHE,索菲亚,750000,28972500.0,2.51,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002597.XSHE,002597,XSHE,金禾实业,200000,2646000.0,0.3,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002604.XSHE,002604,XSHE,*ST龙力,649992,8007901.44,0.91,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002605.XSHE,002605,XSHE,姚记科技,753135,15115419.45,1.32,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002605.XSHE,002605,XSHE,姚记科技,150000,4341000.0,0.49,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002612.XSHE,002612,XSHE,朗姿股份,405917,14775378.8,1.99,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002635.XSHE,002635,XSHE,安洁科技,200100,9316656.0,1.26,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002635.XSHE,002635,XSHE,安洁科技,1000,46980.0,0.0048,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002642.XSHE,002642,XSHE,*ST荣联,379950,8719852.5,0.99,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002642.XSHE,002642,XSHE,*ST荣联,105000,6000750.0,0.52,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002643.XSHE,002643,XSHE,万润股份,100,1126.0,0.0001,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,E,002645.XSHE,002645,XSHE,华宏科技,200000,4432000.0,0.6,2012-03-27,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002645.XSHE,002645,XSHE,华宏科技,499980,7434702.6,1.0,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002653.XSHE,002653,XSHE,海思科,199922,3838502.4,0.44,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002658.XSHE,002658,XSHE,雪迪龙,10000,259000.0,0.02,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002662.XSHE,002662,XSHE,京威股份,299916,6415203.24,0.87,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002664.XSHE,002664,XSHE,长鹰信质,299754,15392367.9,1.75,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002667.XSHE,002667,XSHE,鞍重股份,260000,19448000.0,1.57,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,E,002672.XSHE,002672,XSHE,东江环保,170000,10030000.0,1.35,2012-08-23,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,E,002672.XSHE,002672,XSHE,东江环保,200000,11944000.0,1.22,2013-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2015-09-30,E,002675.XSHE,002675,XSHE,东诚药业,980575,38762129.75,3.91,2015-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,E,002683.XSHE,002683,XSHE,宏大爆破,400000,9532000.0,0.92,2013-08-28,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,E,002683.XSHE,002683,XSHE,宏大爆破,449918,14073435.04,1.23,2014-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002683.XSHE,002683,XSHE,宏大爆破,200000,4890000.0,0.56,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002699.XSHE,002699,XSHE,美盛文化,50000,858500.0,0.1,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002699.XSHE,002699,XSHE,美盛文化,500000,25550000.0,2.06,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002699.XSHE,002699,XSHE,美盛文化,450000,16245000.0,4.28,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002701.XSHE,002701,XSHE,奥瑞金,10000,260300.0,0.02,2015-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2016-03-31,E,002709.XSHE,002709,XSHE,天赐材料,149902,12591768.0,3.32,2016-04-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002714.XSHE,002714,XSHE,牧原股份,817768,35981792.0,4.81,2015-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,E,002714.XSHE,002714,XSHE,牧原股份,782760,45979322.4,3.99,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002717.XSHE,002717,XSHE,岭南股份,449946,13435387.56,3.16,2016-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,E,002726.XSHE,002726,XSHE,龙大肉食,7518,128257.08,0.01,2014-08-27,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,E,002736.XSHE,002736,XSHE,国信证券,6500,66040.0,0.01,2015-03-28,CNY
519674.OFCN,519674,银河创新成长混合,2015-09-30,E,002739.XSHE,002739,XSHE,万达电影,283000,23064500.0,2.33,2015-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,E,002780.XSHE,002780,XSHE,三夫户外,3566,222304.44,0.02,2016-03-25,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,002792.XSHE,002792,XSHE,通宇通讯,164993,5052085.66,4.09,2019-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,002796.XSHE,002796,XSHE,世嘉科技,75000,2598000.0,2.1,2019-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002798.XSHE,002798,XSHE,帝欧家居,1056,91555.2,0.02,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002799.XSHE,002799,XSHE,环球印务,1080,47131.2,0.01,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-06-30,E,002802.XSHE,002802,XSHE,洪汇新材,1629,24565.32,0.01,2016-08-25,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,002833.XSHE,002833,XSHE,弘亚数控,2688,47362.56,0.02,2017-03-31,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,002835.XSHE,002835,XSHE,同为股份,1126,24220.26,0.01,2017-03-31,CNY
519674.OFCN,519674,银河创新成长混合,2016-12-31,E,002840.XSHE,002840,XSHE,华统股份,1814,11881.7,0.01,2017-03-31,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002859.XSHE,002859,XSHE,洁美科技,6666,486618.0,0.2,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002859.XSHE,002859,XSHE,洁美科技,16665,563277.0,0.2,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002860.XSHE,002860,XSHE,星帅尔,7980,390222.0,0.16,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002860.XSHE,002860,XSHE,星帅尔,7980,317604.0,0.11,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002879.XSHE,002879,XSHE,长缆科技,1313,23660.26,0.01,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002881.XSHE,002881,XSHE,美格智能,989,22608.54,0.01,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2017-06-30,E,002882.XSHE,002882,XSHE,金龙羽,2966,18389.2,0.01,2017-08-29,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002916.XSHE,002916,XSHE,深南电路,3068,267621.64,0.09,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2018-12-31,E,002916.XSHE,002916,XSHE,深南电路,16000,1282720.0,1.04,2019-03-29,CNY
519674.OFCN,519674,银河创新成长混合,2019-06-30,E,002916.XSHE,002916,XSHE,深南电路,19000,1936480.0,1.11,2019-08-26,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002919.XSHE,002919,XSHE,名臣健康,821,28948.46,0.01,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002920.XSHE,002920,XSHE,德赛西威,4569,178784.97,0.06,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002922.XSHE,002922,XSHE,伊戈尔,1245,22248.15,0.01,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2017-12-31,E,002923.XSHE,002923,XSHE,润都股份,954,16227.54,0.01,2018-03-30,CNY
519674.OFCN,519674,银河创新成长混合,2019-09-30,E,002938.XSHE,002938,XSHE,鹏鼎控股,1188971,47701516.52,7.53,2019-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-09-30,B,041262033.XIBE,041262033,XIBE,12英华CP001,100000,9992000.0,1.26,2012-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,B,041262033.XIBE,041262033,XIBE,12英华CP001,100000,10029000.0,1.02,2013-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2013-03-31,B,041262033.XIBE,041262033,XIBE,12英华CP001,100000,10082000.0,1.11,2013-04-19,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,B,041262033.XIBE,041262033,XIBE,12英华CP001,100000,10077000.0,0.98,2013-07-17,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,B,070203.XIBE,070203,XIBE,07国开03,100000,9975000.0,0.97,2013-07-17,CNY
519674.OFCN,519674,银河创新成长混合,2013-09-30,B,070203.XIBE,070203,XIBE,07国开03,100000,9954000.0,0.96,2013-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,B,070203.XIBE,070203,XIBE,07国开03,100000,9951000.0,0.87,2014-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-03-31,B,070203.XIBE,070203,XIBE,07国开03,100000,10001000.0,1.09,2014-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2011-03-31,B,110015.XSHG,110015,XSHG,石化转债,68030,7348600.6,0.69,2011-04-20,CNY
519674.OFCN,519674,银河创新成长混合,2011-06-30,B,110015.XSHG,110015,XSHG,石化转债,68030,7337035.5,0.78,2011-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2011-09-30,B,110015.XSHG,110015,XSHG,石化转债,30,2622.3,0.0,2011-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2015-06-30,B,110219.XIBE,110219,XIBE,11国开19,400000,40048000.0,3.48,2015-07-20,CNY
519674.OFCN,519674,银河创新成长混合,2015-09-30,B,110219.XIBE,110219,XIBE,11国开19,400000,39948000.0,4.03,2015-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2015-12-31,B,110219.XIBE,110219,XIBE,11国开19,400000,39992000.0,3.22,2016-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2011-09-30,B,110249.XIBE,110249,XIBE,11国开49,200000,20032000.0,2.49,2011-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,B,110249.XIBE,110249,XIBE,11国开49,200000,20092000.0,2.72,2012-01-18,CNY
519674.OFCN,519674,银河创新成长混合,2012-03-31,B,110249.XIBE,110249,XIBE,11国开49,200000,20064000.0,2.78,2012-04-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,B,110249.XIBE,110249,XIBE,11国开49,200000,20054000.0,2.7,2012-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2011-09-30,B,112037.XSHE,112037,XSHE,11万方债,200000,19800000.0,2.46,2011-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2011-12-31,B,112037.XSHE,112037,XSHE,11万方债,140000,14000000.0,1.89,2012-01-18,CNY
519674.OFCN,519674,银河创新成长混合,2017-09-30,B,113013.XSHG,113013,XSHG,国君转债,5310,665024.4,0.23,2017-10-26,CNY
519674.OFCN,519674,银河创新成长混合,2012-09-30,B,120228.XIBE,120228,XIBE,12国开28,200000,19936000.0,2.51,2012-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,B,120228.XIBE,120228,XIBE,12国开28,200000,19954000.0,2.03,2013-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2013-03-31,B,120228.XIBE,120228,XIBE,12国开28,200000,19982000.0,2.19,2013-04-19,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,B,120228.XIBE,120228,XIBE,12国开28,200000,19990000.0,1.94,2013-07-17,CNY
519674.OFCN,519674,银河创新成长混合,2012-06-30,B,120405.XIBE,120405,XIBE,12农发05,200000,20094000.0,2.71,2012-07-19,CNY
519674.OFCN,519674,银河创新成长混合,2012-09-30,B,120405.XIBE,120405,XIBE,12农发05,200000,20022000.0,2.52,2012-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2012-12-31,B,120405.XIBE,120405,XIBE,12农发05,200000,20010000.0,2.04,2013-01-22,CNY
519674.OFCN,519674,银河创新成长混合,2013-03-31,B,120405.XIBE,120405,XIBE,12农发05,200000,20004000.0,2.2,2013-04-19,CNY
519674.OFCN,519674,银河创新成长混合,2013-03-31,B,130201.XIBE,130201,XIBE,13国开01,100000,9996000.0,1.1,2013-04-19,CNY
519674.OFCN,519674,银河创新成长混合,2013-06-30,B,130201.XIBE,130201,XIBE,13国开01,100000,9945000.0,0.96,2013-07-17,CNY
519674.OFCN,519674,银河创新成长混合,2013-09-30,B,130201.XIBE,130201,XIBE,13国开01,100000,9975000.0,0.96,2013-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,B,130201.XIBE,130201,XIBE,13国开01,100000,9999000.0,0.87,2014-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2013-09-30,B,130308.XIBE,130308,XIBE,13进出08,300000,29778000.0,2.87,2013-10-25,CNY
519674.OFCN,519674,银河创新成长混合,2013-12-31,B,130308.XIBE,130308,XIBE,13进出08,300000,29757000.0,2.6,2014-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-03-31,B,130308.XIBE,130308,XIBE,13进出08,300000,29967000.0,3.27,2014-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2014-03-31,B,140204.XIBE,140204,XIBE,14国开04,100000,10014000.0,1.09,2014-04-18,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,B,140204.XIBE,140204,XIBE,14国开04,100000,10045000.0,1.14,2014-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-09-30,B,140204.XIBE,140204,XIBE,14国开04,100000,10024000.0,1.13,2014-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2014-06-30,B,140212.XIBE,140212,XIBE,14国开12,200000,20034000.0,2.28,2014-07-21,CNY
519674.OFCN,519674,银河创新成长混合,2014-09-30,B,140212.XIBE,140212,XIBE,14国开12,200000,20022000.0,2.26,2014-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,B,140212.XIBE,140212,XIBE,14国开12,200000,20026000.0,2.68,2015-01-21,CNY
519674.OFCN,519674,银河创新成长混合,2015-03-31,B,140212.XIBE,140212,XIBE,14国开12,200000,20004000.0,1.5,2015-04-22,CNY
519674.OFCN,519674,银河创新成长混合,2014-09-30,B,140437.XIBE,140437,XIBE,14农发37,200000,19976000.0,2.26,2014-10-24,CNY
519674.OFCN,519674,银河创新成长混合,2014-12-31,B,140437.XIBE,140437,XIBE,14农发37,200000,19998000.0,2.67,2015-01-21,CNY
